cgi_id,lon_gz,lat_gz
33159,44187.6855593,36321.4334264
17709,44794.3408631,37004.5764214
71610,43823.902043,35775.954045
101103,44304.5212942,36061.2451346
7226,45493.2807239,36162.401671
102710,43741.9291245,35466.7795038
109918,45455.3005274,37970.2730602
69432,43051.2511186,34479.9984226
117880,44619.1428098,35794.6521992
113406,43153.6929533,35566.8685795
103457,43355.06548,35561.5761193
109691,43153.6929533,35566.8685795
9166,44304.5212942,36061.2451346
86884,44913.2804116,35182.4028293
105590,43405.7806716,35912.8085245
96077,43405.7806716,35912.8085245
94102,42738.6691573,35035.7277806
115169,45165.2844506,37938.8998472
101419,44338.3308963,36310.539906
110567,74538.5160934,81453.5087497
44406,44338.3308963,36310.539906
74506,44338.3308963,36310.539906
21413,33891.7268719,61144.4371737
118919,33998.3596055,59589.2265861
110805,35592.8877526,61140.9806323
96875,34484.5263239,59483.5843805
89842,34258.6038105,61141.5628961
107374,34258.6038105,61141.5628961
97732,34642.9371918,60132.8341071
114960,33734.9709092,60056.392737
88954,33690.8312184,59220.9521395
111903,32703.0253563,59374.944722
54940,34899.1585102,59487.3045386
69286,34506.6864472,58776.7289089
45909,36129.9678306,29108.7009112
11972,33508.4740083,60547.9754898
108419,33508.4740083,60547.9754898
115811,34287.8446989,60155.9954189
118987,32633.3562148,58886.3228053
115495,32633.3562148,58886.3228053
118640,32633.3562148,58886.3228053
100840,33692.9295244,60769.7598491
102726,33733.1281153,60003.4379844
95807,34978.029777,60581.9003921
61061,33998.3596055,59589.2265861
48953,34484.5263239,59483.5843805
90628,44141.8500986,28245.5676637
102200,34100.859931,58991.1439361
47446,34091.0225317,58972.7425332
92143,34699.9463414,59253.8702908
76913,35018.4631801,58955.599249
71011,35018.4631801,58955.599249
73150,28263.3985237,65485.634249
105073,27787.8884451,65626.8496491
112822,29792.4129721,64928.0705701
22334,28925.3390334,64765.2714171
106289,29122.1573127,66060.5221521
6230,28040.0538822,63733.9404009
75210,29803.7026441,64440.6555494
111015,27370.8532059,63996.7759109
83429,29556.7953566,62468.4820868
82615,28473.7632745,62390.9036239
101024,29363.0718025,63539.4806027
72242,28061.6086613,62752.4623483
111269,28905.9723194,64709.858069
118898,28905.9723194,64709.858069
99893,28905.9723194,64709.858069
44918,29107.3622358,64203.621717
91893,29107.3622358,64203.621717
86511,28035.9596605,63591.0301153
114637,29077.1800612,65735.6622399
90267,92175.7717168,36875.3599268
26334,95442.6407567,42044.9968797
83401,98312.0370057,42953.5760947
48019,94096.2177882,40431.1778079
85906,94096.2177882,40431.1778079
110337,94096.2177882,40431.1778079
112565,89145.4399121,37195.1259445
70061,89145.4399121,37195.1259445
122,93885.1107731,37453.5046267
90966,93885.1107731,37453.5046267
107913,98984.3256051,42300.8012921
96275,95704.0014353,40956.3564745
71050,99354.2907744,41899.1253799
69571,98203.4288233,42372.9597079
114543,92956.6076304,41508.7729962
99460,89549.1683446,38377.6350945
102267,92426.1201168,37139.6534118
71854,92175.7717168,36875.3599268
109573,93472.065887,38958.4894526
78341,95185.5059331,39484.5729101
118688,91106.1674347,37597.660874
112437,98968.9592087,42141.2603158
106384,94957.9115556,42069.8827485
103128,94957.9115556,42069.8827485
113101,43375.2496938,29780.0301018
69433,43375.2496938,29780.0301018
105061,46449.5545697,32143.3921214
88780,64363.6359308,42836.6893129
118558,59433.5853993,35885.9011604
73040,58349.8237141,34094.6028696
330,52086.2712858,31185.1830269
115934,45052.3087428,45088.4564091
111669,49846.0346567,52811.2092794
80776,45650.1443622,34148.6263447
114453,50170.8194177,25463.5255177
53674,50170.8194177,25463.5255177
42713,32342.1890614,32971.3689538
46966,44093.8050332,24779.2251184
104282,44779.4074766,24371.2888267
103980,45053.055281,23582.8753165
64268,43543.5192169,23931.0899963
101645,50857.4394655,25262.7477289
84369,46250.0288037,23230.9546447
99587,46250.0288037,23230.9546447
90964,46250.0288037,23230.9546447
75683,44152.2280729,24500.1328446
89014,51624.9073057,28261.3745703
87032,46566.2845903,34928.5261612
84641,33005.3924406,28344.9301861
84643,47729.1650235,12972.388188
61529,60553.5629345,9939.44093284
118025,44630.6367323,23519.1032561
119315,44253.7020646,23946.360651
118570,44253.7020646,23946.360651
98548,35382.8789204,29480.0047732
37241,44779.4074766,24371.2888267
14970,44835.7781564,24171.9551236
118417,49260.8419611,24280.3966588
62680,45442.4437279,24559.3174482
50328,45546.9737246,24535.0739633
115447,48610.8046202,24553.1149832
64269,43929.4520313,24081.5575716
85202,43957.5312537,24086.6877909
114427,43957.5312537,24086.6877909
77361,43957.5312537,24086.6877909
109650,43957.5312537,24086.6877909
111309,43751.5386865,24335.689016
77071,49833.7078904,24131.545884
46298,50917.8086978,25010.1340858
53675,49886.9472307,25572.8495136
115604,45587.985853,23950.2095583
104277,44835.7781564,24171.9551236
67551,48670.5736575,23877.5453069
112307,46265.3490534,24719.846948
92365,46724.5276231,22699.7949341
100893,45797.0255419,24486.6371723
102000,76329.8291065,82310.9175861
100720,43592.9881602,24757.4532163
2072,46021.4730439,23989.5129467
99472,48934.9683061,23953.198869
83745,51020.3885027,25074.6224185
20493,45442.4437279,24559.3174482
115916,48559.8995787,23766.6305467
76548,51333.5331033,26023.7195153
97106,45934.3910682,23250.5085374
64538,45934.3910682,23250.5085374
88429,48030.0812173,23738.2871657
77570,46021.4730439,23989.5129467
38694,51205.8517785,25787.1602305
86594,51205.8517785,25787.1602305
117821,50917.8086978,25010.1340858
107337,49660.3107047,565.256974516
86829,50179.8248696,-738.422344285
10249,32877.9839924,37960.4158969
89880,33043.9805743,38545.5337052
78419,33043.9805743,38545.5337052
70545,33382.1593137,38655.6191652
15015,32690.3997518,39303.9389617
99031,43193.9372391,57101.302463
105481,33572.7537202,39162.1137939
70076,34184.5790334,38519.2351125
87406,32836.9312165,39716.2172625
115402,31835.6837693,40353.0802809
68964,32012.9559485,40856.2352232
108578,33930.4134205,38988.6281391
104391,30155.004495,40768.6608231
107229,34374.1228791,39767.9496443
108863,38227.2086482,43968.9854789
93224,38945.7801389,38502.9075311
71191,32618.6364105,40100.3541521
106950,34374.1228791,39767.9496443
96805,33576.9681609,38793.9993989
92360,34323.9250077,39274.9203914
110207,31986.4298215,37440.8774893
18333,33579.9626685,38142.9532245
72141,34192.8114698,37537.7407518
91009,32616.5868194,40100.3516432
102648,33630.1330442,39428.0543097
115724,33725.4331124,39598.7710625
114236,33637.3077286,39395.9371006
95029,33637.3077286,39395.9371006
104065,33637.3077286,39395.9371006
93856,34183.5545839,38509.2637231
74107,32596.0705644,40686.3489304
77937,30155.004495,40768.6608231
108766,42822.2619715,18201.8104219
110460,34507.6890226,29895.4635371
63205,35385.8984696,31059.7210302
78164,35005.7318755,30120.955143
27036,34574.2886613,30243.3920083
99039,35277.2690212,31091.7140466
103998,35747.6678506,30583.8129664
89122,34978.0347449,30917.4242757
115315,35506.8247728,31047.6833373
86833,35747.6678506,30583.8129664
16674,36439.4004167,30713.1636962
117965,34637.8191431,30440.656899
105377,35385.9049685,30872.5040516
115518,34977.0023735,31135.6581974
43273,35385.8984696,31059.7210302
117352,35338.7902133,30128.0096028
94985,33928.6679745,30227.0925925
116715,33995.0771595,30157.161379
27501,46665.2864928,22928.5924125
113674,35355.1883272,30088.1491345
88874,34507.6890226,29895.4635371
34179,34637.8191431,30440.656899
117124,34637.8191431,30440.656899
112900,34637.8191431,30440.656899
45164,46174.2234251,22381.1847573
106674,46872.5126333,22569.5888705
101042,46950.2798059,22996.4058608
71692,46950.2798059,22996.4058608
84719,33154.5489552,21036.3388649
93684,37128.6770002,13028.095088
110259,46724.5310841,22600.0935846
104231,40715.9652682,28044.1868524
54001,41573.691532,28841.7398484
91638,41573.691532,28841.7398484
106773,41573.691532,28841.7398484
114889,42155.7887743,28458.0482961
113181,42155.7887743,28458.0482961
85342,41599.8450664,28229.7163306
23926,41599.8450664,28229.7163306
25526,42235.723023,28452.607181
62473,42103.5218916,28524.4518844
99815,41701.8126281,28218.3201057
53969,41895.466043,29167.8248275
117638,41978.4890994,28746.9651861
118366,42320.4474921,29205.3453354
110622,45193.1926255,31062.863979
9423,41846.3013121,28434.4057975
113035,42275.6842445,28619.932814
110246,32031.8818031,56563.6527794
25895,32689.8417998,55376.9042979
80999,32689.8417998,55376.9042979
73649,32375.2402042,55069.6605772
107265,32375.2402042,55069.6605772
94766,31977.5289887,57676.9180288
94383,34865.5783341,52628.9180865
96304,32672.7605498,57383.0961847
115914,32672.7605498,57383.0961847
69216,32621.1714578,55637.1515499
62987,31135.2165754,55671.8897279
75111,31135.2165754,55671.8897279
114363,31837.1619106,56814.8833892
93029,32303.0277469,56995.2484389
116434,32666.2136254,57044.1035677
90570,31320.236419,57349.8684393
115634,32637.4868154,57981.261128
89936,20748.3063011,61334.0651944
78528,32028.8052628,56625.6854112
102134,33892.0210571,52669.8224641
93489,46198.6034758,28575.9920484
49463,34030.3583871,52960.2335241
63546,43413.200741,28811.8656341
17860,39110.2861583,22984.0392965
40061,43413.200741,28811.8656341
119359,48975.805577,28405.4682006
110398,51543.9807564,27330.7295382
71679,51624.9073057,28261.3745703
26708,43563.9074917,27031.827056
98799,56122.7909347,26660.5809251
107745,43003.8974785,19952.1238616
37510,101779.312591,61184.3357117
111778,43365.2076675,23847.7872604
93797,44713.7669899,25914.3638726
101262,51624.9073057,28261.3745703
82691,72671.1098304,58517.6958721
98138,49844.4186208,10800.3802045
29862,49766.6239063,11166.9643978
23771,48161.6745269,11654.6441756
65259,45869.4237705,64443.7050056
114645,36414.7642447,61417.8271187
95642,47358.4040473,65820.2985831
66131,42287.8122723,63024.6692576
118125,42287.8122723,63024.6692576
85841,42716.1895984,62657.4064262
101613,44310.7485869,63320.7106688
105268,36519.3017403,61177.5640431
97467,37185.4379129,60630.0220271
15805,37171.0676627,61295.7879208
62859,38130.2021977,63432.7865714
57247,39500.1323061,63913.9162607
52732,39886.6553555,64774.2581973
42814,42287.8122723,63024.6692576
110730,48991.8784649,67255.7820581
93369,42568.5313924,65181.8855108
64263,42568.5313924,65181.8855108
63198,46622.6331894,64886.6363583
108088,38872.107716,64773.0162706
119348,38872.107716,64773.0162706
46099,41540.7259387,63321.7510038
68542,39495.6806228,65212.0224373
45449,39495.6806228,65212.0224373
114786,39898.0384745,61594.9067394
105955,44546.3187099,67148.4232262
111049,47394.5759362,65918.1609678
118837,54277.4155479,77592.420225
66276,58191.3130492,71745.8496269
96594,43310.9584732,63305.9717347
46620,43310.9584732,63305.9717347
104935,38130.2021977,63432.7865714
97587,38677.3652116,65675.6290307
93204,39044.2321901,65959.6730812
82031,47818.5443455,65617.0279706
103177,37777.3621753,60563.7251471
21452,46973.3876845,65838.7705347
101212,37522.5574005,61732.6885569
92498,43711.2331267,63609.1107167
66589,62011.7468131,12829.2418035
31683,58143.9762272,18355.7167416
58372,57473.8392417,16069.5198277
111702,62961.69299,13963.6767047
95449,60394.6541274,11825.8175813
76341,60394.6541274,11825.8175813
109773,56602.8715072,12942.262323
114939,61783.9991517,19830.2136331
95643,52765.9700006,14861.801628
32336,58987.559305,16230.1195117
117796,63535.8457128,6267.43502539
20011,52946.2801491,16414.0400893
94621,52946.2801491,16414.0400893
115592,53514.0993577,14039.6273622
96225,60989.980073,14139.6177382
93843,59795.9553411,18109.5933685
112312,59973.6220986,19054.6473495
104934,58264.9953623,15669.4672959
119314,61171.2867139,16507.1929345
89501,54364.6245951,15628.1356164
102150,62209.0852998,16851.6575385
85368,60269.6108752,12349.6505172
49902,57654.2403761,15000.7205892
9592,54248.9346332,12403.3198797
60286,55470.3113608,17579.2044706
111381,55470.3113608,17579.2044706
37874,58433.1441349,13298.9964961
78884,57845.7592477,18397.4478158
36230,61015.6835269,11732.4154053
114779,53715.9652084,14583.8007443
111703,62011.7468131,12829.2418035
78883,58143.9762272,18355.7167416
54954,55875.1699187,15727.4704712
26825,58411.52733,19019.3905963
96178,60978.7449311,13056.1826075
114849,53774.282726,17344.4918383
104699,64606.6663549,8883.13689107
98404,60395.3559345,21130.170332
104016,61824.1068504,15777.9565956
80945,60066.6686601,13291.0259885
93772,72404.678711,28542.7116168
41332,77241.6866865,32285.3286481
114071,77241.6866865,32285.3286481
115214,72542.015434,28136.3197685
117987,69423.4898291,30224.1259458
67806,75909.3647806,31855.9789204
88308,70270.0261786,28635.3687314
95395,72191.5103442,28855.9560414
88873,72191.5103442,28855.9560414
97825,71328.6324144,28856.0075693
118716,77509.077704,31656.3188656
92862,73029.7924876,28875.8146761
118955,71047.6331699,28864.0828183
118027,74157.0344554,29833.2197573
40977,74305.6162034,30225.5602971
67368,74305.6162034,30225.5602971
107080,74305.6162034,30225.5602971
50734,73688.6666431,30876.1872556
9096,73101.5392545,28556.8581706
40155,72701.8010597,30512.730963
71467,74109.906433,29470.913815
118757,73490.9192411,29777.0147123
54799,73587.9976678,28904.7467024
105368,69259.5791059,28594.2512828
79309,69259.5791059,28594.2512828
83529,69591.7213343,28422.5068601
92527,69558.5897452,29306.5957524
75474,72389.2945098,28896.0786942
113803,69591.7213343,28422.5068601
110431,72542.015434,28136.3197685
18996,76481.1764189,32556.8039476
78963,76481.1764189,32556.8039476
24124,72849.6509153,28371.6592078
83041,72203.7884329,29416.5142379
56714,73762.5290294,28655.1530686
14028,73762.5290294,28655.1530686
53883,71010.9228603,29515.8631756
38673,69181.67374,29196.2413148
95714,74198.4316289,29964.8762193
118252,74198.4316289,29964.8762193
67805,75909.3647806,31855.9789204
57429,72388.2801741,28594.7578056
38641,72942.6755172,29144.9016898
88369,72191.5103442,28855.9560414
18995,76481.1764189,32556.8039476
24303,76481.1764189,32556.8039476
83267,72942.6755172,29144.9016898
87965,72942.6755172,29144.9016898
116171,72743.8807078,28697.1100422
69590,69423.4898291,30224.1259458
87845,72063.3858987,29575.8645346
109007,69838.57585,28962.7472596
87070,70560.0281806,29072.1940992
103581,70560.0281806,29072.1940992
59975,77241.6866865,32285.3286481
97414,77275.2371886,31142.1275281
40978,71010.9228603,29515.8631756
