cgi_id,lon_gz,lat_gz
20526,46680.2610589,28471.3413366
2807,46680.2610589,28471.3413366
112969,41144.8052847,43869.5322311
101519,41144.8052847,43869.5322311
91877,44718.4527737,9016.09793881
60517,44718.4527737,9016.09793881
76181,44004.244809,6867.21338639
50205,52241.7687715,627.13000485
50204,52241.7687715,627.13000485
7945,52241.7687715,627.13000485
109063,33003.2100239,32171.2439134
50232,33003.2100239,32171.2439134
100444,33003.2100239,32171.2439134
34900,58426.8802637,16614.6127374
106624,58426.8802637,16614.6127374
64035,58426.8802637,16614.6127374
86164,58518.341055,17268.9771653
93248,58426.8802637,16614.6127374
117539,42979.3307704,10277.9606543
68559,42932.2680372,10987.0012277
25803,42750.78374,10785.049997
92673,56525.7699904,19909.0769839
98018,56525.7699904,19909.0769839
2801,56525.7699904,19909.0769839
65191,58790.4501279,-6206.58208602
2534,58790.4501279,-6206.58208602
91230,47676.1343408,-384.002415614
118590,47676.1343408,-384.002415614
90426,50222.8877229,1596.19295772
83392,50222.8877229,1596.19295772
110118,34728.7734392,25906.3506688
108827,34589.9235576,25620.3701526
42276,36180.1953128,28748.7297293
6768,36180.1953128,28748.7297293
32158,36180.1953128,28748.7297293
18929,36180.1953128,28748.7297293
26246,41810.3904344,29673.9820034
34448,41810.3904344,29673.9820034
11559,41898.6298775,26591.1026021
8412,41898.6298775,26591.1026021
19280,42084.9397088,26533.9469994
25015,42084.9397088,26533.9469994
78143,39778.2481875,28881.6381399
96710,43823.3791696,21317.0415239
573,43823.3791696,21317.0415239
59124,35702.6596778,28197.5721377
25311,35702.6596778,28197.5721377
4302,45388.4132097,16388.1714713
77103,45388.4132097,16388.1714713
39161,49069.1751438,54666.9190768
38923,49069.1751438,54666.9190768
39159,49069.1751438,54666.9190768
37726,49069.1751438,54666.9190768
60750,49901.0113744,33725.114089
72159,49901.0113744,33725.114089
43439,45191.2599392,27695.1714417
91962,45191.2599392,27695.1714417
11907,45132.8348613,28032.9767324
55386,48845.5857781,30443.6475841
63240,48845.5857781,30443.6475841
30758,48845.5857781,30443.6475841
8764,48922.7597507,30246.0010359
39817,36680.3154449,28176.6130479
38195,39060.096895,31099.4464965
53688,36444.553121,29885.6487675
82572,35070.4918833,53941.9034162
19706,35070.4918833,53941.9034162
71017,35070.4918833,53941.9034162
19707,35070.4918833,53941.9034162
113013,41369.1725219,30923.9184351
34306,45375.1134019,15738.9885985
12743,44902.6564441,16492.8171653
106541,45381.2617909,15750.074053
74748,45956.1958893,15066.0510988
63359,45730.7277027,15444.7510226
77171,45956.1958893,15066.0510988
21794,45375.1134019,15738.9885985
103215,45375.1134019,15738.9885985
4350,72849.6509153,28371.6592078
74781,72849.6509153,28371.6592078
32154,72849.6509153,28371.6592078
35828,72849.6509153,28371.6592078
25260,68650.9933839,27430.2130619
37296,43956.6751627,19226.7996435
98964,43956.6751627,19226.7996435
48193,42248.4000883,17519.8153628
4011,42248.4000883,17519.8153628
68931,42248.4000883,17519.8153628
13048,39761.1818381,18650.0427671
53255,39656.9731663,18274.2626582
88515,39761.1818381,18650.0427671
94454,39764.3587468,18648.8280839
24603,39933.9761311,18253.9967962
88235,50891.3465512,28608.1019917
19775,94453.5798739,45878.9648932
33528,94453.5798739,45878.9648932
79068,94453.5798739,45878.9648932
20905,94453.5798739,45878.9648932
97636,53467.4752886,28681.2679851
8164,96865.9124804,46925.4587105
117269,96062.5392617,45007.9937085
48815,96739.8532774,47194.4980543
58414,54409.4244541,24015.2898937
86638,54409.4244541,24015.2898937
82211,63744.2138996,20243.6043045
54947,33319.9446906,59595.0428827
109441,33319.9446906,59595.0428827
107772,54575.3278966,27283.481797
53467,70135.3079828,71695.1107172
6707,36025.5341194,55880.6021426
82458,36025.5341194,55880.6021426
60568,52989.8419763,30943.9040356
51505,52989.8419763,30943.9040356
2810,38562.0457416,22256.6560956
69982,37200.9281817,27699.7916344
39441,37200.9281817,27699.7916344
73046,41664.9507934,27330.8221546
37011,37131.245773,27593.3582242
92154,42315.5170171,62008.857156
103785,45971.4974457,17093.4414688
9792,45971.4974457,17093.4414688
52077,45971.4974457,17093.4414688
9057,45971.4974457,17093.4414688
89186,41626.9492469,59275.0893815
64936,42480.9558151,19619.3674317
47048,42480.9558151,19619.3674317
57641,42480.9558151,19619.3674317
80572,52689.9439638,20368.5466692
116039,52689.9439638,20368.5466692
50606,52689.9439638,20368.5466692
36378,52689.9439638,20368.5466692
54461,45193.5026212,16228.5214909
59381,45193.5026212,16228.5214909
113835,45193.5026212,16228.5214909
15622,42760.7361648,19298.4499984
97632,52750.0940294,29381.6226801
64649,52750.0940294,29381.6226801
52285,52750.0940294,29381.6226801
36046,47242.8885309,28048.8532023
1465,47242.8885309,28048.8532023
1530,47242.8885309,28048.8532023
38550,34960.4934788,57983.8832052
117891,34960.4934788,57983.8832052
84036,34814.1471224,58143.4477844
48881,37243.965905,27806.1924284
27804,36365.5972135,31229.3048062
66582,48687.8470901,28143.6765998
118463,42065.890218,20292.3973765
44096,42065.890218,20292.3973765
16813,41824.0482055,20306.5026398
108881,45502.4000294,30297.7576473
117879,44296.5780437,28712.1378461
90356,44296.5780437,28712.1378461
85816,50334.6495419,29415.2230526
116283,50334.6495419,29415.2230526
111531,53553.2375529,37915.9339122
46086,60704.354511,35237.1823474
95697,94859.3348242,47726.1522156
104429,94859.3348242,47726.1522156
4707,62653.550382,34241.4470639
16072,62653.550382,34241.4470639
1287,59857.0998548,36853.3011652
11804,59857.0998548,36853.3011652
76363,59857.0998548,36853.3011652
55790,56950.4885203,36376.9371527
116984,56950.4885203,36376.9371527
22166,56950.4885203,36376.9371527
94678,58682.5057899,33132.1165932
110223,57864.4797495,40020.4787772
55999,57864.4797495,40020.4787772
2784,53975.4850256,37003.6295099
19550,53975.4850256,37003.6295099
62926,53975.4850256,37003.6295099
96267,53975.4850256,37003.6295099
55913,57311.197919,36914.6582213
80249,57547.910973,37339.2326361
105425,66640.9019483,37936.3859372
104970,66640.9019483,37936.3859372
1964,53341.1096331,37778.3079329
108319,53341.1096331,37778.3079329
43717,58643.4082737,37605.3361386
84676,49090.5425745,29561.0365631
107005,49090.5425745,29561.0365631
52070,54130.3625629,33160.8858073
16398,61332.3932815,10352.4932425
108801,61332.3932815,10352.4932425
68434,61332.3932815,10352.4932425
92282,54820.9749635,36037.5613584
38985,73166.1070725,43153.5477378
38094,20342.1603265,55990.4616962
111181,27316.4153645,58703.0105049
92324,53760.4926794,60339.0220781
106062,69112.7686844,36217.9017537
86704,69112.7686844,36217.9017537
7581,67444.3993785,36275.6802841
42517,67444.3993785,36275.6802841
102560,67444.3993785,36275.6802841
72455,67444.3993785,36275.6802841
36748,55057.7986927,33273.9081739
26306,55057.7986927,33273.9081739
87323,55073.1660505,33405.7543309
63994,55073.1660505,33405.7543309
103843,38457.9519707,68757.2400669
56428,54070.8315481,35836.1325935
105170,54070.8315481,35836.1325935
3547,95486.5358784,46973.6208668
36813,95486.5358784,46973.6208668
113231,71836.4057835,46939.5744551
28220,71836.4057835,46939.5744551
109472,71836.4057835,46939.5744551
32445,89292.7890891,43572.8695797
10419,97374.1069227,52879.1378546
113534,20833.9224885,57063.9610171
117946,20833.9224885,57063.9610171
99478,52508.4401997,23679.5172248
88061,63684.9266841,21799.9806414
13691,44606.9708586,32176.5859505
13690,44606.9708586,32176.5859505
100675,46014.3218859,26296.0396225
42747,46014.3218859,26296.0396225
35779,46014.3218859,26296.0396225
16907,26841.1212541,61479.2221701
89031,26841.1212541,61479.2221701
35761,83676.8998814,43835.1887203
32770,83676.8998814,43835.1887203
62022,108181.630404,108143.75598
97925,56112.3901178,31064.044651
65940,74716.5073991,31719.3679975
13743,74716.5073991,31719.3679975
35966,70851.8706869,35532.2020592
44875,70851.8706869,35532.2020592
5810,70851.8706869,35532.2020592
79363,70851.8706869,35532.2020592
79282,56864.7313706,26994.9347869
19950,56864.7313706,26994.9347869
62611,56864.7313706,26994.9347869
108230,56864.7313706,26994.9347869
89449,92207.2276595,45883.9696414
61386,92207.2276595,45883.9696414
100602,92207.2276595,45883.9696414
29205,92207.2276595,45883.9696414
27060,72880.4597849,41259.8693637
95739,72880.4597849,41259.8693637
88419,73181.2370783,35362.1270209
71158,95455.8651915,44865.4535866
93344,87441.9269948,45911.1485741
72140,49100.3158054,37332.215156
75866,71034.9198094,76268.0729151
8333,65464.434682,37990.3354427
83195,65464.434682,37990.3354427
113488,65464.434682,37990.3354427
113458,77432.3202492,28711.7115909
54061,77432.3202492,28711.7115909
92574,48615.8301728,36244.8773321
3248,34632.6151391,32745.9673862
14231,34632.6151391,32745.9673862
6297,34632.6151391,32745.9673862
36727,34036.1877943,32638.8891777
52870,53428.4813716,30170.0938014
3500,76003.6124921,32820.6494988
109401,87030.3325383,35154.8626899
78125,87030.3325383,35154.8626899
48864,93117.6790042,33415.7681647
117947,93117.6790042,33415.7681647
99446,93117.6790042,33415.7681647
84317,93117.6790042,33415.7681647
2139,65091.003564,79193.12445
111173,65091.003564,79193.12445
61535,65091.003564,79193.12445
94291,65091.003564,79193.12445
112186,65091.003564,79193.12445
48921,73860.3403794,45047.2831526
48920,73860.3403794,45047.2831526
22696,42047.6894944,42738.8055447
105818,42047.6894944,42738.8055447
22694,42047.6894944,42738.8055447
7272,67282.8097005,26826.0097282
53160,67282.8097005,26826.0097282
7274,67282.8097005,26826.0097282
56746,67282.8097005,26826.0097282
39400,73829.5538643,46275.7877031
88811,81653.8720809,46174.5863148
2312,81653.8720809,46174.5863148
8220,81653.8720809,46174.5863148
99164,78020.4012138,33082.674145
11258,78020.4012138,33082.674145
113296,78020.4012138,33082.674145
56833,99743.7038329,42166.5801372
57624,99743.7038329,42166.5801372
57803,99743.7038329,42166.5801372
83833,88979.8564845,60133.8783864
76364,78380.2435231,29077.3357991
48384,78380.2435231,29077.3357991
12593,98946.8992002,57676.9198134
118044,89804.5076074,63141.5483488
113499,95650.0459824,30622.7990057
83952,95650.0459824,30622.7990057
117894,95650.0459824,30622.7990057
57060,101334.598872,59813.4516116
115129,101334.598872,59813.4516116
46842,97896.4036504,59982.0585326
15927,94566.4774283,73454.281958
116520,91255.3521733,70805.9272876
97017,68168.9637438,35300.6017627
13448,68168.9637438,35300.6017627
13446,68168.9637438,35300.6017627
94191,68930.0196204,45880.9548123
32365,68930.0196204,45880.9548123
12701,32905.667618,67074.3528762
100340,32905.667618,67074.3528762
104467,32905.667618,67074.3528762
18124,42841.202586,63005.4064023
78028,24555.9900895,56780.4911363
62109,24555.9900895,56780.4911363
49830,73939.139465,48221.2060401
105175,73939.139465,48221.2060401
110778,89599.4376594,66333.9562249
113131,33371.929194,67663.1616229
60224,31634.2686879,56344.9308683
107054,42442.6546723,77906.9475412
46975,46033.4390968,63060.2725481
5205,46033.4390968,63060.2725481
43836,44546.5045657,61794.4607567
92919,44546.5045657,61794.4607567
10793,38130.2021977,63432.7865714
77668,38130.2021977,63432.7865714
16230,47563.9290402,49519.3788301
2366,47678.7009554,49669.0713552
79255,38742.9727803,65080.824598
79454,38742.9727803,65080.824598
99474,38742.9727803,65080.824598
108732,23516.9180371,54743.0959865
85787,55405.4898026,84095.4371798
64611,81114.975669,83295.9532463
74309,46327.617826,16981.2148727
9569,46327.617826,16981.2148727
118934,85019.7416326,33480.0774477
97812,85019.7416326,33480.0774477
117838,90524.590203,43666.3242544
24903,29237.0843577,61741.3786329
109682,38872.107716,64773.0162706
109753,45842.7995434,63854.3266343
265,45842.7995434,63854.3266343
268,45842.7995434,63854.3266343
70878,31417.61669,68447.3022144
60729,39495.6806228,65212.0224373
43459,39495.6806228,65212.0224373
100452,39495.6806228,65212.0224373
98895,39495.6806228,65212.0224373
85211,19090.6326981,60302.1210209
60594,98984.3256051,42300.8012921
60593,98984.3256051,42300.8012921
88348,98984.3256051,42300.8012921
85218,90064.4465976,43964.8650453
82304,59067.208792,80518.4253725
101006,92111.1661395,38127.086728
26052,69998.4190437,29680.7926737
15760,68171.090007,36044.0441268
73158,68171.090007,36044.0441268
20425,68171.090007,36044.0441268
112462,68171.090007,36044.0441268
108159,19713.7004983,60531.0890506
119516,19713.7004983,60531.0890506
109714,32224.0021584,42633.3932514
8797,32224.0021584,42633.3932514
19650,19927.887277,60401.7394807
101873,43458.3162434,28106.2568347
8750,44407.1789415,30931.1822523
8749,44407.1789415,30931.1822523
58823,28275.6024315,68183.1247036
106083,28275.6024315,68183.1247036
46522,31135.2165754,55671.8897279
61764,31135.2165754,55671.8897279
21899,44787.2809302,33731.0399973
11855,44787.2809302,33731.0399973
41526,44787.2809302,33731.0399973
38313,20713.8695427,61438.4879026
44089,52243.3857362,33754.7900193
90793,52243.3857362,33754.7900193
105932,91188.9546259,35114.9769481
33763,91188.9546259,35114.9769481
15800,93885.1107731,37453.5046267
92590,70559.4700668,30389.1375199
90849,73417.0518171,32143.1697524
45501,73417.0518171,32143.1697524
102108,95704.0014353,40956.3564745
13859,95704.0014353,40956.3564745
111877,54159.347934,83818.0713423
103763,65372.7652078,80839.6494895
29490,70101.3394509,46502.7526257
100737,41290.7644061,34200.1197181
13006,60426.6205223,35651.1568826
22784,46327.617826,16981.2148727
15270,46327.617826,16981.2148727
98259,102505.868018,61895.3202991
72109,52865.9713672,86251.4167133
30413,43310.9584732,63305.9717347
111921,43310.9584732,63305.9717347
106913,29353.9195542,61496.69944
48997,29353.9195542,61496.69944
41618,70418.2254457,31189.4557111
53666,52754.7904582,41698.0689971
43640,52754.7904582,41698.0689971
77178,72865.2142485,46475.1177374
51305,72865.2142485,46475.1177374
108242,72865.2142485,46475.1177374
55709,72865.2142485,46475.1177374
86041,39193.2612221,23945.7050352
61950,54639.7099701,32470.2465895
11335,54639.7099701,32470.2465895
34956,54639.7099701,32470.2465895
41965,99807.1218706,45603.0310947
31075,70313.953603,32633.4467896
65478,71460.7551304,33995.2201932
106091,73197.7748629,31298.7632029
98487,69084.3063718,29535.6606248
14232,78211.227133,32824.2381152
4251,78211.227133,32824.2381152
106853,78211.227133,32824.2381152
114441,51961.6363923,40610.3533265
77822,101280.024868,37777.1700396
114994,101280.024868,37777.1700396
57761,45253.0095707,29007.2060668
116165,48216.4665832,36265.8796444
117408,45253.0095707,29007.2060668
47129,45252.7021435,29006.8733526
35046,46327.617826,16981.2148727
4348,46327.617826,16981.2148727
58901,24158.5675986,51070.440452
89617,35586.5600452,66295.5328759
103973,38957.4456372,27189.0337447
12253,46327.617826,16981.2148727
670,46327.617826,16981.2148727
7209,46327.617826,16981.2148727
91847,46327.617826,16981.2148727
4172,38224.3842227,36768.3286942
94652,35016.8919907,33365.6939728
32397,35016.8919907,33365.6939728
91821,23158.3236811,52319.914128
79904,46849.2526097,60865.6258323
32835,46327.617826,16981.2148727
47026,46327.617826,16981.2148727
74322,53349.4258713,4861.36227213
64683,26756.2731103,55432.7850967
20157,26756.2731103,55432.7850967
76493,26756.2731103,55432.7850967
96832,41140.3925425,55854.4050065
109654,41140.3925425,55854.4050065
58304,67777.0619841,-11360.1115319
79362,74569.8615675,34601.6654021
52488,74569.8615675,34601.6654021
50595,22629.4500123,54599.1043466
43561,22629.4500123,54599.1043466
48143,32509.3617616,29197.3234568
78769,32509.3617616,29197.3234568
99383,46327.617826,16981.2148727
6388,39438.1717565,24395.7687195
55832,30420.7317691,61498.0053447
60272,58442.7495679,61329.5815325
101778,58442.7495679,61329.5815325
6979,38815.0736148,25040.8491873
101209,38907.4090362,25002.4110267
97872,94871.6956284,39999.644768
34005,41437.3712598,29488.5239828
11262,41437.3712598,29488.5239828
77287,44146.7913403,30557.5373268
80890,46327.617826,16981.2148727
24475,34305.8376313,28934.7600725
22066,34294.564649,28941.3930299
64143,34295.5886755,28963.5501398
52665,48991.8784649,67255.7820581
89766,38013.4981033,30379.4293541
115960,52339.2685583,73228.6673725
74311,49738.2313111,29045.597957
59194,46282.6384836,28525.1364475
53222,42189.5689195,29555.9123312
25938,56208.5569989,65307.1462165
9370,37182.3809536,30606.617289
107514,46327.617826,16981.2148727
99240,46327.617826,16981.2148727
39879,46327.617826,16981.2148727
49450,66299.160912,-7161.17028634
28563,67488.3802598,71207.3219844
74832,68018.667845,72479.3849383
97588,67488.3802598,71207.3219844
74835,61043.3347416,12258.650843
91208,57349.2343304,63008.7646475
88123,57349.2343304,63008.7646475
47021,39375.4593715,30152.8912355
10893,43501.4054587,26729.3231063
21101,67608.5724495,30348.0818738
70195,39044.2321901,65959.6730812
59173,39044.2321901,65959.6730812
70196,39044.2321901,65959.6730812
57347,39044.2321901,65959.6730812
59175,39044.2321901,65959.6730812
11181,46238.5685813,28631.4306114
52227,39120.0206483,67296.8717885
52228,39120.0206483,67296.8717885
57768,22799.3510375,60794.0897727
80386,67511.2182139,30309.189952
11174,67608.5724495,30348.0818738
54715,37138.325972,30283.0878571
89252,66186.135811,36836.8987725
20440,39969.6058564,39874.2789744
63216,37303.6904913,60884.626793
37702,35797.166017,27616.2073737
11716,48090.6058017,21962.5693652
52593,48090.6058017,21962.5693652
110822,48090.6058017,21962.5693652
31135,47858.6147879,33116.651281
19592,47858.6147879,33116.651281
109408,47858.6147879,33116.651281
63085,34272.2959795,38679.4185509
54361,34272.2959795,38679.4185509
78563,47194.4384897,36248.6763442
87624,47194.4384897,36248.6763442
100564,52484.6341227,59992.936709
19640,55574.1651161,37035.4968901
8944,55574.1651161,37035.4968901
35393,22004.2242632,63395.8756728
35392,22004.2242632,63395.8756728
24082,50470.9519708,29282.4547646
51196,50485.3007627,29234.837238
84830,50470.9519708,29282.4547646
60177,50465.93063,29277.9066673
52751,50470.9519708,29282.4547646
66122,50493.7041635,29232.6319391
67402,38271.8136599,28447.7548857
75573,68000.5967834,38052.1530254
107145,68983.5635047,-20493.4942212
54302,44034.3898851,24116.6922811
112248,44110.1255598,24022.2902631
85798,63613.5983284,45491.372125
76326,33820.7696365,38719.300267
19074,33820.7696365,38719.300267
89611,33820.7696365,38719.300267
46240,33820.7696365,38719.300267
19096,52340.2175924,28176.9501479
14308,50905.5077582,28059.9834396
5536,50788.0585611,28279.4042047
69826,50788.0585611,28279.4042047
58515,50905.5077582,28059.9834396
64295,50788.0585611,28279.4042047
37133,50788.0585611,28279.4042047
29979,50788.0585611,28279.4042047
83332,44661.7504074,48291.7151535
47925,33427.910996,60953.4398223
51862,46552.4926893,33694.4280772
51523,20581.1239644,47672.8918302
96721,51562.1304236,65397.8364145
100312,34962.0081289,29111.9239199
10167,38463.9986963,33319.1767292
40814,38463.9986963,33319.1767292
35390,48744.9301514,25135.5350747
28163,48744.9301514,25135.5350747
23915,43756.3276465,36938.7214487
4407,43756.3276465,36938.7214487
65309,43756.3276465,36938.7214487
93088,43756.3276465,36938.7214487
2473,43723.4303119,36978.8940578
60650,43756.3276465,36938.7214487
10196,43969.677132,28455.8375393
60649,43723.4303119,36978.8940578
49586,45778.1105709,5513.55717662
82140,48219.8975977,17136.0743188
88966,48219.8975977,17136.0743188
1796,74336.2175256,28427.6500106
14368,74334.3729012,28427.426194
57200,74356.9121284,28608.2455728
16689,74356.9121284,28608.2455728
4412,50788.0585611,28279.4042047
35051,50788.0585611,28279.4042047
11382,87600.9181974,71172.5644215
6994,74095.9788379,46906.4479532
116645,74095.9788379,46906.4479532
48996,74095.9788379,46906.4479532
75730,98968.9592087,42141.2603158
65465,58622.2866271,11348.8479908
75716,58622.2866271,11348.8479908
119397,58622.2866271,11348.8479908
4233,54558.4654772,11177.2613516
35338,78819.0662604,82064.7113232
109944,88181.1954354,34653.7766596
112934,88181.1954354,34653.7766596
69251,88181.1954354,34653.7766596
99283,53554.7768313,34903.7363408
23045,49901.0113744,33725.114089
107018,42341.2298613,29809.7825378
105098,48687.8470901,28143.6765998
80274,73380.3434695,29786.2955934
63898,95256.9267889,48554.1601516
57372,73380.3434695,29786.2955934
20168,41907.1888018,16204.4476029
89549,18008.8019945,50119.0729271
72003,18008.8019945,50119.0729271
92501,72880.4597849,41259.8693637
98348,72880.4597849,41259.8693637
110208,72880.4597849,41259.8693637
68856,83676.8998814,43835.1887203
115546,42568.5313924,65181.8855108
98863,52137.0839884,31679.5423837
18137,34602.5752594,71508.8199428
25622,50788.0585611,28279.4042047
40364,50788.0585611,28279.4042047
25555,50788.0585611,28279.4042047
40116,50788.0585611,28279.4042047
21409,50788.0585611,28279.4042047
65490,38581.2422467,30167.428119
76225,29396.8041334,60110.4600014
110662,43208.2321234,29085.2395546
53990,43208.2321234,29085.2395546
49303,43545.5211064,31209.51283
44989,43174.2945533,29570.1897074
80278,43174.2945533,29570.1897074
116725,52014.4297625,57850.8868235
66655,52014.4297625,57850.8868235
67275,52014.4297625,57850.8868235
14781,35217.8992051,58644.6643793
13880,43174.2945533,29570.1897074
27799,43174.2945533,29570.1897074
71636,47047.8446885,37632.1301276
28524,46379.9599935,29506.7600188
29336,62195.4022291,24291.0234687
102007,62195.4022291,24291.0234687
35284,40637.0157444,29203.9492909
93695,40637.0157444,29203.9492909
31676,40637.0157444,29203.9492909
86579,45025.9977435,5954.53505703
31296,41626.9492469,59275.0893815
119338,41626.9492469,59275.0893815
115830,41626.9492469,59275.0893815
116246,41626.9492469,59275.0893815
36448,41626.9492469,59275.0893815
116281,39891.9656194,29886.5454309
40296,40447.3477256,31532.2976215
41360,54810.7358139,35783.8642688
48425,37133.2657534,28446.361168
12964,39842.8256538,28439.7078553
32297,39842.8256538,28439.7078553
30528,39842.8256538,28439.7078553
112311,66290.9083177,23922.3783359
94578,85749.3354137,35229.0676263
59991,69230.828854,27254.5622324
106980,58161.988253,33818.6433039
1440,58161.988253,33818.6433039
54727,58161.988253,33818.6433039
73821,58161.988253,33818.6433039
35865,58161.988253,33818.6433039
79831,70217.9657496,81797.1746218
117058,70217.9657496,81797.1746218
111251,53137.498476,87511.3095306
64095,58161.988253,33818.6433039
91107,78329.0582731,92453.4356744
89973,58161.988253,33818.6433039
48050,58161.988253,33818.6433039
14367,39890.9205962,30469.2431747
46906,39890.9205962,30469.2431747
14045,39829.4314376,30510.156239
116427,71390.5157669,76502.2524917
54353,58161.988253,33818.6433039
74503,58161.988253,33818.6433039
46627,84175.3647074,31904.8702335
33479,83016.2742039,33248.3118522
110368,83016.2742039,33248.3118522
104072,82993.5928624,33323.6128915
44868,58161.885785,33818.3108407
93789,58161.988253,33818.6433039
93991,58161.885785,33818.3108407
30791,38114.98467,29463.4089239
35517,38114.98467,29463.4089239
35285,38061.6956836,29452.2657637
111099,50788.0585611,28279.4042047
12078,58161.988253,33818.6433039
12785,58161.988253,33818.6433039
118886,43025.2167578,16898.2974933
37462,37301.4348305,25490.9757843
88317,42760.2587395,30099.5401841
1396,45311.1174153,28951.5552189
9731,44141.5747567,36177.3639148
86145,44141.5747567,36177.3639148
42968,44048.3205725,36113.4408942
89377,44591.4644455,36050.5184589
87893,44141.5747567,36177.3639148
13123,40230.4017035,22583.2816573
94317,36131.4087312,31882.6158953
89248,54066.5019399,42474.0218685
34201,41209.8943256,28690.634694
13726,36395.3725463,29608.6403597
62407,36326.7075112,29716.0122091
46940,36272.3958404,29644.0499712
21661,36389.2212731,29680.6393631
49194,36309.2870244,29686.0804782
4283,36353.352812,29698.320141
70112,36389.2212731,29680.6393631
965,59305.5119843,35135.7686445
94806,59305.5119843,35135.7686445
36296,53097.5881456,26835.2323619
48886,53097.5881456,26835.2323619
88754,63533.6302171,40568.0213858
50654,30689.8423129,40855.8341472
31631,24901.358934,56414.2344855
67315,35427.0746038,55271.6912992
48141,35427.0746038,55271.6912992
6170,98700.5467497,39721.5122292
48949,75814.1494685,29243.686897
42750,75814.1494685,29243.686897
40933,46664.8713585,28983.1227804
2890,51490.750937,28567.2935031
18067,51490.750937,28567.2935031
116127,51490.750937,28567.2935031
104416,65174.7017152,29803.3918386
20705,51490.750937,28567.2935031
9304,51490.750937,28567.2935031
30970,43005.5506549,28419.5403017
113877,60349.9592474,35840.1632744
100262,42833.2936066,25147.6849046
71066,42833.2936066,25147.6849046
46464,87985.2591602,46328.3437773
12806,47654.2231578,16768.7024429
39452,47697.371344,16645.1255828
66588,47654.2231578,16768.7024429
92480,59275.6160619,10708.9003767
60582,57015.0871893,26467.8094581
34825,57015.0871893,26467.8094581
15322,57015.0871893,26467.8094581
55534,57015.0871893,26467.8094581
28287,47152.4879441,4823.86607887
56493,47152.4879441,4823.86607887
19124,66545.9535948,27633.7964872
95429,66545.9535948,27633.7964872
87184,66545.9535948,27633.7964872
51415,66545.9535948,27633.7964872
25195,92288.2082389,45258.1658281
13827,92288.2082389,45258.1658281
112409,27290.1372778,56998.7498638
66673,27290.1372778,56998.7498638
118510,38505.6542959,23054.1978959
88081,66895.0907375,-7482.69772876
55256,66881.7970565,35973.6719452
98726,66881.7970565,35973.6719452
60180,89468.8723371,78325.6536693
100140,69593.6720823,-13012.1548032
25788,58552.5691395,27013.6177928
63635,58552.5691395,27013.6177928
106381,51810.1747273,34615.9009727
80707,51430.9997802,34632.0537099
48420,51430.9997802,34632.0537099
79357,37470.0379486,39553.5042261
17767,43849.8956481,25010.3444644
5135,94933.0570399,49543.0226845
83981,34505.5183348,33383.9004687
67688,34505.5183348,33383.9004687
66006,48832.0319399,7590.97291761
87613,67105.6674053,37341.9593419
36929,67105.6674053,37341.9593419
44984,67105.6674053,37341.9593419
39393,51191.50091,25894.5985669
59098,44940.0938402,30321.4407598
26033,44940.0938402,30321.4407598
72807,44940.0938402,30321.4407598
81978,39621.5161442,27104.5465987
26612,47189.2436837,8767.65350994
104274,35301.5304617,31846.9261106
105450,35301.5304617,31846.9261106
37290,35301.5304617,31846.9261106
41702,35301.5304617,31846.9261106
83784,35301.5304617,31846.9261106
15926,35301.5304617,31846.9261106
97509,35301.5304617,31846.9261106
19465,35301.5304617,31846.9261106
82764,35301.5304617,31846.9261106
46466,35301.5304617,31846.9261106
92703,43971.3188547,28396.7941917
57206,43971.3188547,28396.7941917
88547,43971.3188547,28396.7941917
85699,45477.8861456,27958.290763
12726,45477.8861456,27958.290763
101928,95034.8129897,49723.2743583
29676,55710.7871493,27695.8628699
103520,55710.7871493,27695.8628699
29677,55710.7871493,27695.8628699
68916,43455.8736076,30572.3114403
8152,51026.0833153,8630.55277588
48445,51026.0833153,8630.55277588
51877,61174.006577,17863.5777922
76784,65909.1488936,68868.3890857
71727,65909.1488936,68868.3890857
39805,41668.2775113,31870.4504223
96357,39490.1847554,31643.0130153
21760,55705.6021808,29452.8159347
49587,47567.4268116,4849.41013099
111491,34545.4601362,34110.6614519
55382,98030.4309147,36826.0292904
55381,98030.4309147,36826.0292904
80935,96516.0045728,39298.4307154
14255,66334.81986,28377.9748092
59255,66334.81986,28377.9748092
46455,64241.3919614,21764.1046579
51746,27290.1372778,56998.7498638
13736,44717.3811392,10365.3882812
14648,44717.3811392,10365.3882812
30399,43964.4714328,27857.8446029
47841,34324.9747994,38554.8563438
20084,83961.0898269,34572.1730452
7923,83961.0898269,34572.1730452
93377,83961.0898269,34572.1730452
39740,37021.6067119,56709.3426899
14774,37021.6067119,56709.3426899
59152,70252.7202894,25304.2145385
55311,41285.3566036,39424.1316976
46069,37371.1549257,24511.7722774
103821,35718.5114645,29135.1166054
40023,67345.257165,28700.471622
57283,67345.257165,28700.471622
51162,38467.673561,24877.578384
88579,47366.8463429,29272.0082141
106446,47366.8463429,29272.0082141
52299,39546.295437,38933.466247
18268,39546.295437,38933.466247
95846,38056.0670643,29228.8170619
80640,44813.4382368,18249.6673634
17397,44301.1421111,18272.3039014
92837,44813.4382368,18249.6673634
41783,67678.4092574,26006.7273025
100433,67678.4092574,26006.7273025
74522,90381.4837246,33154.3030101
26503,58161.988253,33818.6433039
56529,58161.988253,33818.6433039
49018,58161.988253,33818.6433039
16074,58161.988253,33818.6433039
108957,82775.4235503,33930.4173993
